instrument,year,covid,rit_rf,rit,new_wacc,"weighted_average_cost_of_capital,_(%)",beta_levered,beta_unlevered,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,esg_combined_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score_1,lnta,td/ta,price_to_book_value_per_share,capital_adequacy_total_(%),"wacc_tax_rate,_(%)","wacc_cost_of_debt,_(%)","wacc_debt_weight,_(%)","wacc_equity_weight,_(%)",total_assets,debt_total,d/e,dummylarge,dummymid,DD_a,PD_a,DD_m,PD_m,status,size_dummy,covid_dummy,DD_a_wins,DD_m_wins,DD_a_wins_5_95,DD_m_wins_5_95
CPF,2017,0.0,0.212707495,0.220707495,2.101968663,7.859622573,1.174109494,1.10244617,22.15799615,43.21739915,24.5790437,30.28428571,30.28428571,21.15270351,39.67423403,20.9798066,27.23115045,27.23115045,8.634746512,0.022189097,1.791205678,15.9,31.375235,2.769202103,8.652750093,91.34724991,5623.708,124.785,0.094723707,0.0,0.0,23.188885801161508,2.947481152558683e-119,,,no_sigma_E,0,0,23.188885801161508,,23.188885801161508,
CPF,2018,0.0,-0.277466799,-0.259366799,2.053120816,7.503556486,0.942405831,0.796990359,21.58687943,38.95145979,34.29935598,31.66769221,31.66769221,22.15799615,43.21739915,24.5790437,30.28428571,30.28428571,8.666823843,0.054962041,1.434468169,14.7,28.26105,3.150168078,20.2763474,79.7236526,5807.026,319.166,0.254332895,0.0,0.0,18.378764926529755,9.717161864212451e-76,,,no_sigma_E,0,0,18.378764926529755,,18.378764926529755,
MCB,2019,0.0,0.029871508,0.051271508,1.349407294,5.415502323,0.690624563,0.635838997,20.28455285,34.95742541,59.76758994,38.85521538,38.85521538,21.58687943,31.97007681,53.7386187,35.20306083,35.20306083,8.118973373,0.069155032,1.340367394,12.5,37.63328,2.091435525,12.13839434,87.86080014,3357.572,232.193,0.138154835,0.0,0.0,15.959786333942391,1.2178189312832113e-57,,,no_sigma_E,0,0,15.959786333942391,,15.959786333942391,
MCB,2020,1.0,-0.118138048,-0.113738048,1.322298301,7.2471477,1.341027464,1.109455437,18.99807322,39.86530528,43.3192389,35.36811742,35.36811742,20.28455285,34.95742541,59.76758994,38.85521538,38.85521538,8.37351241,0.018989702,0.882874535,12.7,37.47803,2.25131798,25.02847168,74.97055932,4330.821,82.241,0.333844004,0.0,0.0,20.475751809827408,1.7711987226703519e-93,,,no_sigma_E,0,1,20.475751809827408,,20.475751809827408,
HFWA,2017,0.0,0.091017222,0.099017222,1.644973533,4.617586168,0.464039121,0.446096272,22.15799615,40.48429513,76.14161519,47.49119185,47.49119185,21.15270351,43.11203841,50.85466439,39.69125023,39.69125023,8.321973612,0.035088871,1.801677972,12.8,26.932,2.122847963,5.217514698,94.7824853,4113.27,144.33,0.055047245,0.0,0.0,20.852983179162056,7.16048810304843e-97,,,no_sigma_E,0,0,20.852983179162056,,20.852983179162056,
HFWA,2018,0.0,-0.243818828,-0.225718828,1.788403381,7.085931488,0.727789036,0.706690129,21.58687943,40.90753392,79.37264046,48.86428739,48.86428739,22.15799615,40.48429513,76.14161519,47.49119185,47.49119185,8.578650784,0.009740401,1.435607484,12.9,26.24902,2.719069159,3.890706849,96.10929315,5316.927,51.789,0.040482109,0.0,0.0,26.601664501974103,3.2468226566373213e-156,,,no_sigma_E,0,0,26.601664501974103,,26.601664501974103,
PGC,2017,0.0,0.192472363,0.200472363,1.522355457,6.990659924,0.998863715,0.942524114,22.15799615,41.16059893,59.90391215,41.98106544,41.98106544,21.15270351,41.28140758,70.94283276,46.01499795,46.01499795,8.357152835,0.030511106,1.615296307,14.34,38.05246,2.16235384,8.800173648,91.19982635,4260.547,129.994,0.096493316,0.0,0.0,21.028809846267137,1.7875334154181135e-98,,,no_sigma_E,0,0,21.028809846267137,,21.028809846267137,
PGC,2018,0.0,-0.307059341,-0.288959341,1.699310149,8.396696839,1.039064162,0.947171741,21.58687943,36.54175664,65.05996003,41.5462969,41.5462969,22.15799615,41.16059893,59.90391215,41.98106544,41.98106544,8.43768624,0.043213758,1.038185144,15.03,37.85937,3.136832903,13.50423958,86.49576042,4617.858,199.555,0.156126029,0.0,0.0,17.935009071732768,3.142671752566068e-72,,,no_sigma_E,0,0,17.935009071732768,,17.935009071732768,
WASH,2017,0.0,0.149847377,0.157847377,2.033476123,6.172060261,0.760157977,0.748401721,22.15799615,43.64377743,21.61862274,29.43001779,29.43001779,21.15270351,42.4963665,19.9132537,28.24696911,28.24696911,8.418444105,0.179705067,2.219567056,12.45,31.75869,2.753728617,2.250107159,97.74989284,4529.85,814.037,0.023019024,0.0,0.0,13.331943564013468,7.545705584041503e-41,,,no_sigma_E,0,0,13.331943564013468,,13.331943564013468,
WASH,2018,0.0,-0.231560625,-0.213460625,2.095011912,7.02386077,0.703420307,0.692318718,21.58687943,41.15329275,51.58227848,38.98165345,38.98165345,22.15799615,43.64377743,21.61862274,29.43001779,29.43001779,8.519344077,0.194262314,1.834884375,12.56,32.44797,3.409998103,2.318739379,97.68126062,5010.766,973.403,0.023737812,0.0,0.0,12.71866771493784,2.3286665162322194e-37,,,no_sigma_E,0,0,12.71866771493784,,12.71866771493784,
PFBC,2017,0.0,0.196591413,0.204591413,1.827263387,6.579548951,0.920931861,0.853288364,22.15799615,32.91596753,36.8302448,29.58520802,29.58520802,21.15270351,25.2827254,47.98208191,29.81378129,29.81378129,8.234792879,0.027949056,2.50367446,13.83,31.375235,2.395430458,10.3555414,89.6444586,3769.859,105.364,0.11551792,0.0,0.0,23.68563907426724,2.5350675277841166e-124,,,no_sigma_E,0,0,23.68563907426724,,23.68563907426724,
PFBC,2018,0.0,-0.32678627,-0.30868627,1.595423752,9.133347691,1.132168584,1.060768718,21.58687943,30.27138086,47.53830779,32.12839571,32.12839571,22.15799615,32.91596753,36.8302448,29.58520802,29.58520802,8.346745263,0.023810162,1.592775788,13.77,39.0804,3.075195822,9.949593256,90.05040674,4216.435,100.394,0.110489154,0.0,0.0,23.074790964081156,4.147489923941293e-118,,,no_sigma_E,0,0,23.074790964081156,,23.074790964081156,
RBCAA,2017,0.0,0.104159665,0.112159665,1.412933231,4.494195259,0.529886728,0.458063886,22.15799615,31.40997143,32.66186227,27.33761625,27.33761625,21.15270351,30.78750968,35.68686007,28.11787443,28.11787443,8.534121496,0.193252909,1.253395721,16.04,35.04005,2.035996052,19.44411283,80.55588717,5085.362,982.761,0.2413742,0.0,0.0,10.547159365285424,2.617805072193986e-26,,,no_sigma_E,0,0,10.547159365285424,,10.547159365285424,
RBCAA,2018,0.0,-0.144036292,-0.125936292,1.432599884,5.438355397,0.555434015,0.479956446,21.58687943,26.46861834,29.93004664,23.90325148,23.90325148,22.15799615,31.40997143,32.66186227,27.33761625,27.33761625,8.564153874,0.197356921,1.17224784,16.8,33.95312,2.323072748,19.23123614,80.76876386,5240.404,1034.23,0.238102395,0.0,0.0,10.562573320822748,2.2215579187852996e-26,,,no_sigma_E,0,0,10.562573320822748,,10.562573320822748,
LKFN,2017,0.0,0.151253826,0.159253826,1.414778624,6.215851415,0.8193851,0.779063527,22.15799615,42.71540046,61.37153969,43.28059292,43.28059292,21.15270351,39.2616975,43.87798635,35.26987704,35.26987704,8.451689084,0.038780895,2.589766253,13.26,32.99566,1.890838787,7.170472881,92.82952712,4682.976,181.61,0.077243449,0.0,0.0,22.14735605446223,5.531173238843614e-109,,,no_sigma_E,0,0,22.14735605446223,,22.14735605446223,
LKFN,2018,0.0,-0.214379819,-0.196279819,1.418628145,7.557508251,0.864611155,0.80572258,21.58687943,38.84850852,65.47301799,42.8391467,42.8391467,22.15799615,42.71540046,61.37153969,43.28059292,43.28059292,8.491927485,0.056711507,1.934705719,14.2,32.99566,2.381343648,9.835126665,90.16487334,4875.254,276.483,0.10907936,0.0,0.0,19.334306055801296,1.3818046516602297e-83,,,no_sigma_E,0,0,19.334306055801296,,19.334306055801296,
CHCO,2017,0.0,0.097005007,0.105005007,1.186342065,5.543853064,0.823242122,0.700982019,22.15799615,21.53733036,33.88583848,22.88141771,22.88141771,21.15270351,21.63865275,39.63737201,25.00222569,25.00222569,8.326584834,0.065201761,2.096982563,16.4,34.26228,1.678419751,20.96835125,79.03164875,4132.281,269.432,0.265315878,0.0,0.0,18.396744852465563,6.974851207013691e-76,,,no_sigma_E,0,0,18.396744852465563,,18.396744852465563,
CHCO,2018,0.0,-0.148370689,-0.130270689,1.439533646,6.307181368,0.703050118,0.619658367,21.58687943,27.59464785,45.9526982,30.22991669,30.22991669,22.15799615,21.53733036,33.88583848,22.88141771,22.88141771,8.496788831,0.054327689,1.862565418,15.7,32.4863,2.293094501,16.62031071,83.37968929,4899.012,266.152,0.199332845,0.0,0.0,19.082783799067975,1.755267351734466e-81,,,no_sigma_E,0,0,19.082783799067975,,19.082783799067975,
GABC,2017,0.0,0.119403726,0.127403726,0.127403726,7.990294627,1.104523373,1.104523373,22.15799615,22.82021593,29.07000686,21.78402957,21.78402957,21.15270351,21.82343474,26.00540387,20.18636902,20.18636902,8.053365651,0.087526874,2.222536784,13.62,29.86415,0.0,0.0,100.0,3144.36,275.216,0.0,0.0,0.0,17.142697842411128,3.563297135676289e-66,,,no_sigma_E,0,0,17.142697842411128,,17.142697842411128,
GABC,2018,0.0,-0.208134954,-0.190034954,-0.190034954,8.508844667,0.926179411,0.926179411,21.58687943,24.41281017,38.13124584,25.83600235,25.83600235,22.15799615,22.82021593,29.07000686,21.78402957,21.78402957,8.276163126,0.095800554,1.511744088,12.36,28.38591,0.0,0.0,100.0,3929.09,376.409,0.0,0.0,0.0,15.31832334957982,2.884320627655166e-53,,,no_sigma_E,0,0,15.31832334957982,,15.31832334957982,
TRST,2017,0.0,0.172971175,0.180971175,1.122887052,7.080959659,1.200996271,1.036754991,22.15799615,27.85414732,52.46282315,32.7022734,32.7022734,21.15270351,26.7695758,33.7983504,25.44511574,25.44511574,8.498623436,0.049509088,1.932895915,19.28,37.41726,1.563485819,20.20011643,79.79988357,4908.008,242.991,0.25313466,0.0,0.0,19.424423607926744,2.3987044705450265e-84,,,no_sigma_E,0,0,19.424423607926744,,19.424423607926744,
TRST,2018,0.0,-0.252586795,-0.234486795,1.303561082,8.144307987,1.065114912,0.938679053,21.58687943,24.10717359,36.01265823,24.92171506,24.92171506,22.15799615,27.85414732,52.46282315,32.7022734,32.7022734,8.508941842,0.032646872,1.353576638,20.046,37.33256,2.38810511,17.6912054,82.3087946,4958.913,161.893,0.214937,0.0,0.0,20.526731582715612,6.212839481475658e-94,,,no_sigma_E,0,0,20.526731582715612,,20.526731582715612,
MOFG,2017,0.0,0.192988709,0.200988709,1.949074721,6.995489144,1.22083565,0.970510706,22.15799615,29.90397534,36.17135667,27.85406017,27.85406017,21.15270351,23.42631103,18.51678043,18.28549123,18.28549123,8.074733443,0.077366449,1.203992774,12.0,25.17339,2.405037414,25.63425328,74.36574672,3212.271,248.522,0.344705115,0.0,0.0,14.90145920958455,1.6122970128345982e-50,,,no_sigma_E,0,0,14.90145920958455,,14.90145920958455,
MOFG,2018,0.0,-0.262455864,-0.244355864,2.816759463,8.014153461,1.035968666,0.847998801,21.58687943,22.18970619,23.31001555,19.39769987,19.39769987,22.15799615,29.90397534,36.17135667,27.85406017,27.85406017,8.099092591,0.09078287,0.846983262,12.23,25.17339,4.016313739,22.85351731,77.14648269,3291.48,298.81,0.296235376,0.0,0.0,13.417420471319083,2.39032828907394e-41,,,no_sigma_E,0,0,13.417420471319083,,13.417420471319083,
SHBI,2018,0.0,-0.230584355,-0.212484355,1.105506078,4.34176876,0.446843627,0.341862709,21.58687943,7.274640987,21.50122141,11.34866164,11.34866164,22.15799615,12.29218766,11.84511553,10.36116667,10.36116667,7.301873588,0.051118082,1.011969792,12.73,38.82851,2.038487297,33.42240417,66.57759583,1483.076,75.812,0.502006775,0.0,0.0,16.14904444661015,5.7667254474558275e-59,,,no_sigma_E,0,0,16.14904444661015,,16.14904444661015,
SHBI,2019,0.0,0.075824607,0.097224607,0.994851537,4.872097442,0.568344841,0.538410245,20.28455285,34.52718691,33.3099862,29.11707974,29.11707974,21.58687943,7.274640987,21.50122141,11.34866164,11.34866164,7.351950595,0.010406385,1.125540492,13.87,36.57714832,1.427660442,8.059723112,91.94027689,1559.235,16.226,0.087662593,0.0,0.0,23.381917273536136,3.2643029493619897e-121,,,no_sigma_E,0,0,23.381917273536136,,23.381917273536136,
CTBI,2017,0.0,0.115578007,0.123578007,1.588342198,4.815023499,0.685094856,0.536802707,22.15799615,36.32188925,43.92473118,33.8285603,33.8285603,21.15270351,39.12418532,45.62144482,35.82931606,35.82931606,8.327540266,0.075264655,1.570261401,18.41,30.68417,2.163978982,28.49681956,71.50318044,4136.231,311.312,0.398539189,0.0,0.0,16.274568020086278,7.478563397727313e-60,,,no_sigma_E,0,0,16.274568020086278,,16.274568020086278,
CTBI,2018,0.0,-0.184806964,-0.166706964,1.924468275,5.721868912,0.654519836,0.515354804,23.52538211,34.09666398,50.167666,35.25144948,35.25144948,22.15799615,36.32188925,43.92473118,33.8285603,33.8285603,8.343224492,0.069894298,1.245055938,19.29,28.97199,2.879503867,27.54590664,72.45409336,4201.616,293.669,0.380184271,0.0,0.0,15.98556151292938,8.055432958672958e-58,,,no_sigma_E,0,0,15.98556151292938,,15.98556151292938,
CCNE,2017,0.0,0.14740795,0.15540795,1.600875624,5.05279969,0.824469264,0.601770244,22.15799615,17.63289604,51.65637154,27.34221019,27.34221019,21.15270351,26.11209571,29.23350398,23.47566091,23.47566091,7.926159541,0.118456443,1.64219088,14.32,27.2264,2.058240811,33.71015459,66.28984541,2768.773,327.979,0.508526674,0.0,0.0,14.168521896206675,7.174447934811488e-46,,,no_sigma_E,0,0,14.168521896206675,,14.168521896206675,
CCNE,2018,0.0,-0.234973037,-0.216873037,2.052524333,7.4489651,0.872409956,0.778800517,21.58687943,25.22998587,41.38685321,27.41334015,27.41334015,22.15799615,17.63289604,51.65637154,27.34221019,27.34221019,8.077608887,0.098008674,1.327881516,13.21,27.19669,3.07495052,14.1703234,85.8296766,3221.521,315.737,0.16509818,0.0,0.0,14.768368199048572,1.1715881619600804e-49,,,no_sigma_E,0,0,14.768368199048572,,14.768368199048572,
FISI,2017,0.0,0.183443607,0.191443607,1.697038059,5.901318831,1.259123398,0.796426891,22.15799615,24.71665545,64.02539465,35.30860318,35.30860318,21.15270351,16.27997516,64.28754266,31.21838304,31.21838304,8.320012178,0.118223185,1.361188111,13.19,27.66136,2.202359028,43.5790006,54.26218781,4105.21,485.331,0.803119121,0.0,0.0,13.341050264422034,6.678221791085786e-41,,,no_sigma_E,0,0,13.341050264422034,,13.341050264422034,
FISI,2018,0.0,-0.291707588,-0.273607588,1.908937295,6.641060348,1.03739717,0.690428166,21.58687943,26.46218388,79.25605152,41.65742175,41.65742175,22.15799615,24.71665545,64.02539465,35.30860318,35.30860318,8.369087073,0.117981825,1.080218407,12.38,27.66136,2.857601823,40.17129846,57.82478532,4311.698,508.702,0.694707265,0.0,0.0,13.155364065191236,7.925906632444587e-40,,,no_sigma_E,0,0,13.155364065191236,,13.155364065191236,
WABC,2016,0.0,0.173539217,0.175539217,1.349128142,7.589615816,1.017232229,0.984626371,21.15270351,10.97286463,51.4092719,23.94987874,23.94987874,18.2821119,10.69410988,47.23243464,22.30795497,22.30795497,8.587853499,0.01100952,2.904209742,15.95,23.37098,1.541009592,4.142449597,95.8575504,5366.083,59.078,0.043214641,0.0,0.0,29.305710502920125,4.385776081054404e-189,,,no_sigma_E,0,0,29.305710502920125,,29.305710502920125,
WABC,2017,0.0,0.103618779,0.111618779,1.574069196,7.425759437,1.03897648,1.006316087,22.15799615,12.91271383,63.46259437,29.25124004,29.25124004,21.15270351,10.97286463,51.4092719,23.94987874,23.94987874,8.614872562,0.010605934,2.666053497,16.17,23.37098,1.914399818,4.063296446,95.93670355,5513.046,58.471,0.04235393,0.0,0.0,29.743319719373787,1.057919019135526e-194,,,no_sigma_E,0,0,29.743319719373787,,29.743319719373787,
MBWM,2017,0.0,0.172214552,0.180214552,1.448580499,4.991200103,0.688957959,0.573921208,22.15799615,26.10063798,40.98146877,27.69924519,27.69924519,21.15270351,15.77289901,57.08617747,28.3743818,28.3743818,8.097640518,0.116915001,1.563488183,12.9,31.21527,1.903083642,22.56476923,77.43523077,3286.704,384.265,0.291401846,0.0,0.0,14.01429157086696,6.373192363401368e-45,,,no_sigma_E,0,0,14.01429157086696,,14.01429157086696,
MBWM,2018,0.0,-0.253640923,-0.235540923,1.78990146,6.335247467,0.737862787,0.616645447,21.58687943,19.85078203,62.04197202,32.18109781,32.18109781,22.15799615,26.10063798,40.98146877,27.69924519,27.69924519,8.120858375,0.148552858,1.245194723,12.5,31.21527,2.868500161,22.2264103,77.7735897,3363.907,499.718,0.285783521,0.0,0.0,12.573755295335296,1.4720027163604788e-36,,,no_sigma_E,0,0,12.573755295335296,,12.573755295335296,
MBWM,2021,1.0,0.303022517,0.303422517,1.240613314,1.443045364,1.099157817,0.809431621,17.43215031,16.28656115,23.98787179,16.71376817,16.71376817,18.99807322,20.3594317,51.04298802,28.47375381,28.47375381,8.567458267,0.131872594,1.215337423,14.0,19.52669,1.280675444,30.78582413,69.21417587,5257.749,693.353,0.444790735,0.0,0.0,10.536381282837793,2.9357444623329805e-26,,,extreme_DD_m_y2021_small,0,1,10.536381282837793,,10.536381282837793,
GSBC,2017,0.0,0.135983857,0.143983857,2.047943257,6.391225676,1.034161741,0.829886378,22.15799615,19.17375316,20.16129032,16.76824608,16.76824608,21.15270351,25.86715215,20.5986917,20.24563648,20.24563648,8.392654613,0.073416119,1.495830745,14.1,24.00929,2.551874424,24.46669636,75.53330364,4414.521,324.097,0.32391932,0.0,0.0,16.172525646471257,3.940027597040515e-59,,,no_sigma_E,0,0,16.172525646471257,,16.172525646471257,
GSBC,2018,0.0,-0.224091358,-0.205991358,2.010411541,7.679024814,1.00300806,0.831066013,21.58687943,23.73719246,22.61936487,19.91661881,19.91661881,22.15799615,19.17375316,20.16129032,16.76824608,16.76824608,8.450241093,0.08502502,1.187269737,14.4,24.00929,2.85866675,21.39980015,78.60019985,4676.2,397.594,0.272261396,0.0,0.0,14.906543639363903,1.4941289411130217e-50,,,no_sigma_E,0,0,14.906543639363903,,14.906543639363903,
TFIN,2017,0.0,0.307066003,0.315066003,1.821904744,7.519630939,1.17122103,1.058560983,22.15799615,47.62383217,49.95767559,41.60618397,41.60618397,21.15270351,47.09989151,47.83134243,40.58082946,40.58082946,8.160241924,0.132590633,1.716689398,13.2,31.375235,2.262410796,13.25737105,85.4838825,3499.033,463.939,0.155086206,0.0,0.0,13.78918234407701,1.4804844855761273e-43,,,no_sigma_E,0,0,13.78918234407701,,13.78918234407701,
TFIN,2018,0.0,-0.285464181,-0.267364181,1.9553943,9.70469496,1.222336287,1.144974622,21.58687943,44.61377963,62.44614701,44.60904762,44.60904762,22.15799615,47.62383217,49.95767559,41.60618397,41.60618397,8.425029436,0.092657342,1.257311181,13.4,32.95555595,3.275700665,9.075825643,90.05731395,4559.779,422.497,0.100778329,0.0,0.0,15.668404024444358,1.2437367729305395e-55,,,no_sigma_E,0,0,15.668404024444358,,15.668404024444358,
TFIN,2022,1.0,-0.25981271,-0.24561271,4.074153402,8.930321729,1.201162203,1.097425479,57.78766753,67.08882046,84.68259977,69.67849748,69.67849748,58.53816547,69.55856229,79.82800874,69.1771004,69.1771004,8.581816021,0.033615541,1.392818828,17.7,22.40278,5.524278925,10.54114576,86.53195064,5333.783,179.298,0.121817961,0.0,0.0,66.42871355758395,0.0,,,extreme_DD_m_y2022_small,0,1,66.42871355758395,,41.710068187156885,
CAC,2017,0.0,0.154628659,0.162628659,1.504351946,4.35610718,0.790293065,0.489832076,44.36416185,20.40783329,57.79112331,31.77536557,31.77536557,42.36482472,19.52010579,24.31171786,19.44102017,19.44102017,8.310266926,0.150415285,1.621305658,14.14,31.76895,2.079277339,47.34065539,52.65934461,4065.398,611.498,0.898998188,0.0,0.0,12.888736919416145,2.604497453415433e-38,,,no_sigma_E,0,0,12.888736919416145,,12.888736919416145,
CAC,2018,0.0,-0.217158577,-0.199058577,1.494261185,5.926538956,0.79722009,0.594322045,43.26241135,27.65577517,62.10637353,37.01744575,37.01744575,44.36416185,20.40783329,57.79112331,31.77536557,31.77536557,8.365773612,0.07951115,1.286849416,14.36,31.76895,2.384450978,33.34888857,66.65111143,4297.435,341.694,0.500350075,0.0,0.0,15.705940124280724,6.8860421286808375e-56,,,no_sigma_E,0,0,15.705940124280724,,15.705940124280724,
HONE,2022,1.0,0.008974476,0.023174476,3.569814532,6.956711701,0.699830737,0.672852598,56.2774253,47.99551343,66.1461825,53.33696744,53.33696744,51.94850383,54.15648243,52.08489749,50.60123746,50.60123746,8.586634362,0.081156143,1.103064273,14.6,22.71025757,4.590237803,4.93180011,95.06819989,5359.545,434.96,0.051876444,0.0,0.0,14.266367478009595,1.7728634927674598e-46,,,no_sigma_E,0,1,14.266367478009595,,14.266367478009595,
INBK,2018,0.0,-0.296469663,-0.278369663,2.877074398,6.645019736,0.663950443,0.618623887,21.58687943,28.24452774,54.5158783,33.63500195,33.63500195,22.15799615,36.13363974,46.74330817,34.74987625,34.74987625,8.172359858,0.1973712,0.720005203,14.53,32.86628,4.659435305,9.840084343,90.15991566,3541.692,699.028,0.109140345,0.0,0.0,8.353656667523763,3.309076602619892e-17,,,no_sigma_E,0,0,8.353656667523763,,8.353656667523763,
INBK,2019,0.0,-0.078470083,-0.057070083,1.6233995,4.709249705,0.623523673,0.504992341,20.28455285,31.18547146,50.86808872,33.78050578,33.78050578,21.58687943,28.24452774,54.5158783,33.63500195,33.63500195,8.318762496,0.169371693,0.757521254,13.99,29.51130183,2.363801839,24.98058279,75.01941721,4100.083,694.438,0.332988228,0.0,0.0,7.335913267329999,1.1010730191168889e-13,,,no_sigma_E,0,0,7.335913267329999,,7.776543615282638,
NFBK,2016,0.0,0.241575142,0.243575142,1.648236796,3.388054859,0.304513452,0.216423691,21.15270351,40.20279645,50.4536405,38.10389762,38.10389762,18.2821119,30.55678487,48.11070261,32.47601823,32.47601823,8.255852843,0.122907648,1.560018674,18.56,35.92678,2.339953994,38.84723873,61.15276127,3850.094,473.206,0.635249135,0.0,0.0,13.75004811141458,2.544783482229198e-43,,,no_sigma_E,0,0,13.75004811141458,,13.75004811141458,
NFBK,2017,0.0,0.144428627,0.152428627,1.523300566,3.276788313,0.313228566,0.217336825,22.15799615,38.43795321,52.87920384,38.10173818,38.10173818,21.15270351,40.20279645,50.4536405,38.10389762,38.10389762,8.291901585,0.118140751,1.304743097,17.49,35.92678,2.236553273,40.77958405,59.22041595,3991.417,471.549,0.688606849,0.0,0.0,14.24636893184801,2.361015855076878e-46,,,no_sigma_E,0,0,14.24636893184801,,14.24636893184801,
OSBC,2017,0.0,0.203874547,0.211874547,1.493420418,6.474213002,1.36946159,0.953274998,22.15799615,26.04137424,27.71791352,22.89497049,22.89497049,21.15270351,30.38356766,19.89334471,22.23185366,22.23185366,7.776295486,0.103470672,2.018516216,12.93,31.375235,1.987515789,38.88252258,61.11747742,2383.429,246.615,0.636193184,0.0,0.0,15.81447695797269,1.236272653378865e-56,,,no_sigma_E,0,0,15.81447695797269,,15.81447695797269,
OSBC,2018,0.0,-0.313976605,-0.295876605,1.842327914,7.272799743,0.979697001,0.779834482,21.58687943,28.42790969,19.38374417,21.07839111,21.07839111,22.15799615,26.04137424,27.71791352,22.89497049,22.89497049,7.892079542,0.11709815,1.689009625,12.63,28.26105,2.87197516,26.32168074,73.67831926,2676.003,313.355,0.357251373,0.0,0.0,15.259874766664202,7.07598338968218e-53,,,no_sigma_E,0,0,15.259874766664202,,15.259874766664202,
HTBK,2018,0.0,-0.284532563,-0.266432563,1.39761955,7.072192998,0.740410393,0.713324094,21.58687943,13.42227179,77.6182545,34.60001843,34.60001843,22.15799615,15.04601655,71.01921757,33.02974253,33.02974253,8.038047743,0.012713777,1.335890735,15.0,37.72658,2.647581852,5.747175279,94.25282472,3096.562,39.369,0.06097616,0.0,0.0,24.574611164106145,1.1802886010297375e-133,,,no_sigma_E,0,0,24.574611164106145,,24.574611164106145,
HTBK,2019,0.0,0.031115817,0.052515817,1.309000866,6.518250896,0.863506571,0.823866394,20.28455285,11.13905151,66.91817892,29.61551396,29.61551396,21.58687943,13.42227179,77.6182545,34.60001843,34.60001843,8.321047642,0.009704918,1.320761012,14.6,37.72658,2.023739185,7.172226765,92.82777323,4109.463,39.882,0.077263803,0.0,0.0,24.276165321232483,1.7503880196217729e-130,,,no_sigma_E,0,0,24.276165321232483,,24.276165321232483,
FRBKQ,2017,0.0,0.042985993,0.050985993,1.692831365,7.406563752,1.029745822,1.001493761,22.15799615,33.12164755,25.58567833,25.63918139,25.63918139,21.15270351,40.02660897,22.92235495,28.10524583,28.10524583,7.750333591,0.009335814,2.127432873,16.7,31.375235,2.395430458,3.948439054,96.05156095,2322.347,21.681,0.041107495,0.0,0.0,28.55942950748057,1.072590510228784e-179,,,no_sigma_E,0,0,28.55942950748057,,28.55942950748057,
FRBKQ,2018,0.0,-0.210395004,-0.192295004,2.000770199,9.75102428,1.152524942,1.130789292,21.58687943,34.68219933,24.41150344,25.9905121,25.9905121,22.15799615,33.12164755,25.58567833,25.63918139,25.63918139,7.920554382,0.037293834,1.432052621,15.03,28.26105,3.050013024,2.609472017,97.39052798,2753.297,102.681,0.026793899,0.0,0.0,19.43795174258865,1.8429517473207145e-84,,,no_sigma_E,0,0,19.43795174258865,,19.43795174258865,
FRBKQ,2019,0.0,-0.052210229,-0.030810229,2.063440258,6.609785034,0.850378354,0.820826007,20.28455285,36.14500154,31.22254059,29.16803538,29.16803538,21.58687943,34.68219933,24.41150344,25.9905121,25.9905121,8.114112239,0.003371452,0.987563165,12.37,20.99961,2.649236998,4.358701133,95.64129887,3341.29,11.265,0.045573421,0.0,0.0,31.86437606019824,4.161332035388028e-223,,,extreme_DD_m_y2019_small,0,0,31.86437606019824,,31.86437606019824,
THFF,2017,0.0,0.10057449,0.10857449,1.280180532,6.801454497,0.910221953,0.885053759,22.15799615,16.17919148,31.83825212,19.48664973,19.48664973,21.15270351,15.64398135,46.90415245,24.64490963,24.64490963,8.00659021,0.019224386,1.334082871,17.88,29.63328,1.670993574,3.884271377,96.11572862,3000.668,57.686,0.040412443,0.0,0.0,22.441698124937727,7.712080077051104e-112,,,no_sigma_E,0,0,22.441698124937727,,22.441698124937727,
THFF,2018,0.0,-0.193769743,-0.175669743,1.518489118,8.605323577,1.036009536,0.970805809,21.58687943,16.89093302,32.42616034,20.0513205,20.0513205,22.15799615,16.17919148,31.83825212,19.48664973,19.48664973,8.009269353,0.023151389,1.10625665,19.36,29.58445,2.384220528,8.707739689,91.29226031,3008.718,69.656,0.09538311,0.0,0.0,20.893228693257377,3.0851797360579235e-97,,,no_sigma_E,0,0,20.893228693257377,,20.893228693257377,
MPB,2018,0.0,-0.169256056,-0.151156056,4.219412384,5.508686355,0.459704372,0.399187358,21.58687943,32.80012143,52.48167888,35.16226462,35.16226462,22.15799615,5.828762666,38.2830016,16.67294686,16.67294686,7.639152028,0.056885024,0.865190108,12.3,20.41044,5.459166281,15.81653555,83.03606366,2077.981,118.206,0.190477906,0.0,0.0,14.89700166769062,1.7235228499483568e-50,,,no_sigma_E,0,0,14.89700166769062,,14.89700166769062,
